Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
IpeGlu1				6-O-methyl-deacetylisoipecoside beta-glucosidase
UGT71C3	AT1G07260	2227593	2229318	UDP-glycosyltransferase
PMDH1	AT2G22780	9696495	9699223	malate dehydrogenase
AT5G25120	AT5G25120			AT5G25120
Glyma.10G262700	Glyma.10G262700			Glyma.10G262700
CHLH	NIL			magnesium chelatase subunit H
AT4G11640	AT4G11640	7021764	7023312	serine racemase
CA1	AT3G01500	194731	198026	carbonate dehydratase
cwINV4	AT2G36190	15181809	15184949	cell wall invertase
AT2G35390	AT2G35390	14902358	14904901	ribose-phosphate diphosphokinase
AT5G01310	AT5G01310			adenylylsulfate sulfohydrolase
MES1				methylsalicylate esterase
AT3G52880	AT3G52880	19612190	19615432	monodehydroascorbate reductase (NADH)
Soltu.DM.07G021480	Soltu.DM.07G021480			Soltu.DM.07G021480.1 // Soltu.DM.07G021480.2
VHA1	NIL			vacuolar H+-ATPase
PcTps-C	NIL			C-geraniol synthase
GolS1	AT2G47180	19375868	19377511	galactinol synthase
AT2G38230	AT2G38230			pyridoxal 5'-phosphate synthase
CER6	AT1G68530	25716251	25718470	very-long-chain 3-ketoacyl-CoA synthase
OsHAK1	NIL			potassium transporter
Glyma.03G187600	Glyma.03G187600			Glyma.03G187600
AT1G16410	AT1G16410	5608801	5611420	CYP79F1
ADCS	NIL			aminodeoxychorismate synthase
Glyma.19G136700	Glyma.19G136700			Glyma.19G136700
Cre06.g251450	Cre06.g251450			quinolinate synthetase
des6	NIL			&Delta;<sup>6</sup>-acyl-lipid desaturase
Soltu.DM.07G021430	Soltu.DM.07G021430			Soltu.DM.07G021430.1
AT1G69830	AT1G69830	26291944	26296716	alpha-amylase
CHMT_MEDSA	NIL			isoliquiritigenin-2'-O-methyltransferase
AMT1.3	AT3G24300			ammonium transporter
LjContig00254g0009906	LjContig00254g0009906			LjContig00254g0009906.1
LjContig00155g0014724	LjContig00155g0014724			LjContig00155g0014724.1
Bx3				indolin-2-one monooxygenase
AT1G15710	AT1G15710	5404353	5405681	prephenate dehydrogenase (NADP+)
LCI20	NIL	1704090	1710687	205915
EUO57974	NIL			loganic acid O-methyltransferase
PSAK	g17518.t1	545324	546993	192478
AT1G47840	AT1G47840	17618547	17621334	hexokinase//glucokinase
IPP1	AT5G16440	5371630	5373738	isopentenyl-diphosphate delta-isomerase
C5-SD2	101264777			sterol C-5(6) desaturase 2
AT5G57220	AT5G57220			CYP81F2 monooxygenase
fomt1	NIL			methyl-quercetin/quercetagetin 3'/5'-<i>O</i>-methyltransferase
ATS2	AT4G30580	14932340	14934534	1-acylglycerol-3-phosphate O-acyltransferase
zFPS	NIL			Z,Z-farnesyl pyrophosphate synthase
Cre02.g116650	Cre02.g116650			Cre02.g116650.t1.2
PKp1	AT3G22960	8139242	8141992	pyruvate kinase, alpha subunit
SMO4				sterol methyl oxidase 4
IPT4	AT4G24650	12720404	12721453	adenylate dimethylallyltransferase
AT5G26667	AT5G26667	9275950	9278599	UMP/CMP kinase
AT1	NIL			acetyl-CoA:alcohol O-acyltransferase
AT1G28130	AT1G28130	9825296	9828054	indole-3-acetic acid amido synthetase
AT3G23490	AT3G23490			AT3G23490
CFAT	NIL			coniferyl acohol acetyltransferase
WSD1	AT5G37300			wax ester synthase
AT4G30340	AT4G30340	14838315	14841073	diacylglycerol kinase
SQD1	AT4G33030	15935419	15937810	UDP-sulfoquinovose synthase
LOC_Os08g06100	NIL			Quercetin 3'-O-methyltransferase
laccase	NIL			lacquer laccase
OLS	NIL			OLS subunit // olivetol synthase
ASAT3-F				sucrose acyltransferase
Peaxi162Scf00047g01129	Peaxi162Scf00047g01129			Peaxi162Scf00047g01129
AY376412	NIL			norcoclaurine synthase
DHS1	AT4G39980	18539570	18542087	3-deoxy-7-phosphoheptulonate synthase
ISA2	AT1G03310			isoamylase non-catalytic subunit
PTR2	NIL			pterocarpan reductase
4CL2				4-coumarate--CoA ligase 1
pAMT	NIL			putative aminotransferase
VH	NIL			vicianin hydrolase
IRT2	NIL	1251900	1254735	196635
ppck1	GRMZM2G178074_P01	214716081	214717618	C4 phosphoenolpyruvate carboxylase kinase
AT3G55260	AT3G55260	20500225	20504053	hydrolase, hydrolyzing O-glycosyl compounds//beta-N-acetylhexosaminidase
DCD	NIL			dammaradiene synthase
AT1G74030	AT1G74030	27842845	27845600	phosphopyruvate hydratase
MAO	NIL			monoamine oxidase
NUOP1		1313437	1314708	143441
LjContig00222g0010297	LjContig00222g0010297			LjContig00222g0010297.1
LIP1				diacylglycerol lipase
PDS	AT4G14210	8190207	8195260	phytoene dehydrogenase
AT5G04140	AT5G04140	1129853	1138443	glutamate synthase (ferredoxin)
AtPLC2	AT3G08510			AtPLC2
AIH	AT5G08170	2628326	2631096	agmatine iminohydrolase//agmatine deiminase
Glyma.02G186000	Glyma.02G186000			Glyma.02G186000
LOC_Os04g09900	LOC_Os04g09900	5298069	5306436	syn-copalyl diphosphate synthase
NAD7	ATMG00510	132071	138153	NADH-ubiquinone oxidoreductase 49kDa subunit
Soltu.DM.07G017400	Soltu.DM.07G017400			Soltu.DM.07G017400.1
PPD5	AT5G11450			PsbP domain-containing protein 5
AT3G46970	AT3G46970	17312379	17317431	transferase, transferring glycosyl groups
AT1G67990	AT1G67990			trihydroxyferuloyl spermidine O-methyltransferase//tricaffeoyl spermidine O-methyltransferase
FXG1	AT1G67830	25435249	25436653	alpha-fucosidase
SABP2				methylsalicylate esterase subunit
SMTA	NIL			selenocysteine methyltransferase
cbfd2				carotenoid &beta;-ring 4-dehydrogenase
AT2G36530	AT2G36530	15327835	15330948	phosphopyruvate hydratase
5PTase12	AT2G43900	18185665	18190947	inositol-polyphosphate 5-phosphatase
GGPP	NIL			geranylgeranyl pyrophosphate synthase
CYP79A1	Sobic.001G012300			tyrosine <i>N</i>-monooxygenase
NADP-ME2	AT5G11670	3754250	3758243	NADP-malic enzyme
AT5G49740	AT5G49740	20222568	20225893	oxidoreductase//ferric-chelate reductase
AT2G42910	AT2G42910	17863345	17865674	ribose-phosphate diphosphokinase
zss1	NIL			alpha-humulene synthase
CesA7	AT5G17420	5736632	5741467	UDP-glucose:1,4-beta-D-glucan 4-beta-D-glucosyltransferase
ACX5	AT2G35690	15006833	15010145	OPC8 acyl-CoA oxidase / OPC6 acyl-CoA oxidase
AT5G06340	AT5G06340	1936367	1938115	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)
AtIMD1	AT5G14200	4576204	4578242	3-isopropylmalate dehydrogenase
AT2G03760	AT2G03760	1149334	1150660	sulfotransferase
F3GT1	NIL			cyanidin 3-<i>O</i>-galactosyltransferase
AT5G23530	AT5G23530			carboxylesterase
Kas	NIL			&beta;-ketoacyl ACP synthase
Peaxi162Scf00901g00420	Peaxi162Scf00901g00420			Peaxi162Scf00901g00420
MGD				monogalactosyldiacylglycerol synthase
CYP74A1	AT5G42650	17114823	17116623	allene oxide synthase
U80676				acyl-CoA reductase (NADH)
Cre07.g327400	Cre07.g327400	2059541	2061377	Cre07.g327400.t1.1
AAE3	AT3G48990			oxalate--CoA ligase
AT1G05260	AT1G05260	1529766	1531438	peroxidase
Acs2	NIL			acridone synthase
NUOB18		503760	505403	164272
CTOMT1				catechol <i>O</i>-methyltransferase
AGK1	AT2G41880	17481697	17484301	guanylate kinase
Soltu.DM.06G018380	Soltu.DM.06G018380			Soltu.DM.06G018380.1
gg-agi	NIL			abietadiene synthase
Zm00001d045563	Zm00001d045563	26822040	26825680	ent-kaurenoic acid oxidase
TTS2	NIL			&delta;-amyrin synthase
AT2G04450	AT2G04450			NADH pyrophosphatase
ZDS	AT3G04870	1342614	1346393	carotene 7,8-desaturase
MOMT2	NIL			flavonol 7/4'-methyltransferase
Glyma.08G244800	Glyma.08G244800			Glyma.08G244800
LOX2	NIL			9<i>S</i>-lipoxygenase
nBMT	NIL			bixin methyltransferase / norbixin methyltransferase
AT5G34930	AT5G34930	13250604	13252797	arogenate dehydrogenase
PsbS	AT1G44575	16874136	16875823	CP22
JAR4	NIL			jasmonoyl-amino acid synthetase
AT3G29670	AT3G29670	11530351	11531829	transferase
LjContig00081g0009728	LjContig00081g0009728			LjContig00081g0009728.1
AT4G29530	AT4G29530	14496085	14497460	catalytic
Seita.2G144900	Seita.2G144900			Seita.2G144900.1.p
AH1	NIL			amygdalin hydrolase
AT4G37980	AT4G37980	17852435	17854494	oxidoreductase
KAM1	NIL			xyloglucan galactosyltransferase
Glyma.06G239500	Glyma.06G239500			Glyma.06G239500
AT3G27820	AT3G27820	10316351	10319293	monodehydroascorbate reductase (NADH)
Bx5				HBOA monooxygenase
FUT11	AT3G19280	6681202	6683898	glycoprotein 3-alpha-L-fucosyltransferase [multifunctional]
AT3G44860	AT3G44860	16390618	16392055	farnesoic acid carboxyl methyltransferase
ASAT3-P				sucrose acyltransferase
AA7GT	NIL			anthocyanidin 3-<i>O</i>-glucoside 7-<i>O</i>-glucosyltransferase (acyl-glucose dependent)
Tps1	NIL			valencene synthase
Cre02.g141200	Cre02.g141200			Cre02.g141200.t1.1
LHCBM4		642605	644298	Chloropyll a-b binding protein of LHCII
TEAS	NIL			5-epi-aristolochene synthase
PYD3	AT5G64370	25756404	25758438	beta-ureidopropionase
KUP1	AT2G30070			potassium transporter
Lj4g0003906	Lj4g0003906			Lj4g0003906.1
DHS	NIL			deoxyhypusine synthase
AT1G80050	AT1G80050	30116407	30118217	adenine phosphoribosyltransferase
AT4G13940	AT4G13940	8054856	8057176	adenosylhomocysteinase
CYP76J1	NIL			lauric acid dehydroxylase
SQS1	AT4G34640	16538287	16541931	farnesyl-diphosphate farnesyltransferase
CYP76M7	NIL			<i>ent</i>-cassadiene 11&alpha;-hydroxylase
psaE2				Photosystem I reaction center subunit IV B
AT5G53850	AT5G53850	21878223	21882199	dehydratase-enolase-phosphatase
Dhr1				dhurrinase beta-glucosidase
AT4G16450	AT4G16450	9280096	9280740	NADH-ubiquinone oxidoreductase 20.9 kDa subunit
CLH1	AT1G19670	6803602	6805035	chlorophyllase
NUO21		924059	925838	182302
BgbAS	NIL			beta-amyrin synthase
TkFac	NIL			(11,14)-linoleoyl desaturase
MFP-a	NIL			MFP a
GAPN	NIL			NADP-dependent glyceraldehyde-3-phosphate dehydrogenase subunit
FLS	NIL			flavonol synthase
AT4G13350	AT4G13350			GTPase
AT5G54510	AT5G54510	22148319	22150904	indole-3-acetic acid amido synthetase
Z-ISO	AT1G10830			zeta-carotene isomerase
UXS1	AT3G53520	19852462	19855286	UDP-glucuronate decarboxylase
M6PR	NIL			mannose 6-phosphate reductase
SSR1	NIL			NAD-dependent succinate semialdehyde dehydrogenase
ApL4	AT2G21590	9245562	9249520	ADP-glucose pyrophosphorylase
SSIV	AT4G18240	10082119	10087214	soluble starch synthase IV
AT5G63980	AT5G63980	25627038	25629159	3'(2'),5'-bisphosphate nucleotidase//inositol or phosphatidylinositol phosphatase
AT4G31500	AT4G31500	15273477	15275316	CYP83B1
IPT8	AT3G19160	6621994	6623284	adenylate dimethylallyltransferase
GA20ox2	NIL			gibberellin 20-oxidase
Pavirv00037939m	NIL			4-Coumarate:coenzyme A ligase
AMT1.1	AT4G13510			ammonium transporter
BAM1	AT3G23920	8641576	8644456	beta-amylase
MxPSS1	NIL			cis-muuroladiene synthase
AT2G02390.3	AT2G02390.3	628908	631113	maleylacetoacetate isomerase
UGT76E12	AT3G46660	17200249	17202152	UDP-glycosyltransferase
Glyma.06G283500	Glyma.06G283500			Glyma.06G283500
ASAT3-P				sucrose acyltransferase
AACT2	AT5G48230	19569368	19572755	acetoacetyl-Co A thiolase
DGD1	AT3G11670			digalactosyldiacylglycerol synthase / UDP-galactose:MGDG galactosyltransferase
Dv3MaT	NIL			cyanidin 3-O-glucoside 6"-O-malonyltransferase [multifunctional]
alliin lyase	NIL			Alliin lyase
CAH9		271007	273810	196834
AT5G38710	AT5G38710	15518475	15521339	proline dehydrogenase
DFR/FNR	NIL			flavanone 4-reductase
CKS				CMP-3-deoxy-D-manno-2-octulosonate synthetase
Glyma.08G244600	Glyma.08G244600			Glyma.08G244600
TMT1	NIL			thiocyanate methyltransferase
CYP71Z6	NIL			<i>ent</i>-isokaurene-C2-hydroxylase
AT4G33680	AT4G33680	16171697	16174689	L,L-diaminopimelate aminotransferase
ACP1		796589	797763	132151
AT5G40850	AT5G40850			uroporphyrin-III C-methyltransferase
DHNAT1	AT1G48320	17858481	17859383	DHNA-CoA thioesterase
HGT8	NIL			anthocyanin 5-O-glucosyltransferase
Lj3g0003334	Lj3g0003334			Lj3g0003334.1
WS1	NIL			wax synthase/diacyglycerol acyltransferase [multifunctional]
SAM-1	AT1G02500	518251	520437	S-adenosylmethionine synthetase
UGT71B6	AT3G21780	7675058	7676353	abscisic acid glucosyltransferase
StMS1	NIL			methionine synthase
AF406816	NIL			sphingolipid long-chain base delta-8 desaturase
LHCBM6		788431	790964	Chloropyll a-b binding protein of LHCII type I
AT5G52560	AT5G52560	21347865	21352037	UDP-sugar pyrophosphorylase
GA3	AT5G25900	9036021	9038409	<i>ent</i>-kaurene oxidase
AGK1	AT3G06580	2048911	2052031	galactokinase
AT3G13610	AT3G13610	4449381	4450818	2-oxoglutarate-dependent dioxygenase
g-pin1	NIL			pinene synthase
AT1G09830	AT1G09830	3192683	3195027	phosphoribosylamine-glycine ligase
PPA-AT	NIL			PPA-AT
ACO2	AT4G26970	13542924	13548635	aconitase
CrOMT2	NIL			3'-hydroxyflavonoid O-methyltransferase [multifunctional]
AT5G60340	AT5G60340	24291105	24293117	oxidoreductase
AT1G30400	AT1G30400	10727620	10738037	xenobiotic-transporting ATPase//ATPase, coupled to transmembrane movement of substances
AT1G44170	AT1G44170	16798840	16802761	3-chloroallyl aldehyde dehydrogenase
CRTISO	AT1G06820	2092945	2096231	carotene isomerase
AT1G05800	AT1G05800	1741203	1742618	triacylglycerol lipase / phospholipase A1
AtCAD4	AT3G19450	6744604	6747220	cinnamyl alcohol dehydrogenase
AT1G54040	AT1G54040	20174383	20177617	epithiospecifier protein
<i> LcANR1</i>	NIL			anthocyanidin reductase
PsaN				Photosystem I reaction center subunit N
TEF18		2219468	2222306	142756
Lj4g0000540	Lj4g0000540			Lj4g0000540.1
Tspa11	NIL			(E)-beta-farnesene synthase
MVD1	AT2G38700	16187774	16191024	diphosphomevalonate decarboxylase
CYP735A2	AT1G67110	25065394	25069109	cytokinin trans-hydroxylase
CYP93G2	NIL			eriodictyol 2-hydroxylase / pinocembrin 2-hydroxylase / naringenin 2-hydroxylase
TGG2	AT5G25980	9072730	9075693	myrosinase / thioglucosidase
GA3ox2	AT1G80340	30205585	30207092	gibberellin 3-oxidase
AT4G25000	AT4G25000	12851979	12853855	alpha-amylase
PAP12	AT2G27190	11628300	11630696	acid phosphatase
AT2G27820	AT2G27820	11863845	11865365	arogenate dehydratase////prephenate dehydratase
Lj1g0023491	Lj1g0023491			Lj1g0023491.1
CBTS-2a				cembratrienol synthase
GolS-2	NIL			galactinol synthase / fagopyritol synthase
CYP707A4	AT3G19270	6673733	6676526	abscisic acid 9'-hydroxylase / abscisic acid 8'-hydroxylase
MADC3	NIL			arginine decarboxylase
RBCS2B		36265	37728	60238
UGT3	NIL			flavonoid glucoside 1,6-glucosyltransferase
HSK	AT2G17265	7515670	7516837	homoserine kinase
GNA1	AT5G15770	5144096	5144545	glucosamine 6-phosphate N-acetyltransferase
OMT2	NIL			phenylpropanoid/flavonoid 3'-<i>O</i>-methyltransferase
DicGT5	NIL			chalcone 2'-O-glucosyltransferase
CYP719A21	NIL			canadine synthase
zpu1				Zpu1
AOG	NIL			cinnamate glucosyltransferase / abscisic acid glucosyltransferase
FAE	NIL			beta-ketoacyl-CoA synthase
DAT	NIL			deacetylvindoline 4-O-acetyltransferase
LUT5	AT1G31800	11396383	11399695	carotene beta-ring hydroxylase
FLS1				flavonol synthase/flavanone 3-dioxygenase
UGT71C1	AT2G29750	12716804	12718773	UDP-glycosyltransferase
AB181292	NIL			13-hydroxylupanine O-tigloyltransferase
SAMDC	AT3G02470	509103	511583	adenosylmethionine decarboxylase &beta;-subunit // adenosylmethionine decarboxylase &alpha;-subunit
PLD beta	AT2G42010	17539891	17545476	PLD beta
GT4A				solasodine 3-<i>O</i>-glucosyltransferase
fgenesh2_kg.C_scaffold_1000273		5829832	5832905	162765
CYP82E4v1	NIL			nicotine demethylase
HSP70A		273733	277565	185673
Glyma.03G032800	Glyma.03G032800			Glyma.03G032800
CYP85A1	AT5G38970	15611904	15615115	6-hydroxyteasterone 6-dehydrogenase [multifunctional]
IPK2&beta;	AT5G61760	24830955	24832669	polyphosphate 3-kinase / polyphosphate 5-kinase / polyphosphate 6-kinase
Soltu.DM.07G023610	Soltu.DM.07G023610			Soltu.DM.07G023610.1
NAD-ME1	AT2G13560	5657046	5662402	NAD-dependent malic enzyme
fft-1	NIL			Fft-1
DUR3A	NIL	243838	246623	196479
SDH_Pp7	NIL			SDH subunit
VTE3	AT3G63410	23426564	23428094	2-methyl-6-solanyl-1,4-benzoquinol methyltransferase [multifunctional]
NCED6	AT3G24220	8761441	8763179	9-cis-epoxycarotenoid dioxygenase
UGT72B1	AT4G01070	461592	463449	UDP-glucosyltransferase
FNS	NIL			flavone synthase
PSAO	g7789.t1	571801	573525	193847
AMT1.3	NIL			ammonium transporter
AAO3	AT2G27150	11608832	11615528	aldehyde oxidase//indole-3-acetaldehyde oxidase//abscisic aldehyde oxidase
PCYA		3468074	3474412	156256
AT3G16150	AT3G16150	5471741	5473282	asparaginase
ACS6	AT4G11280	6864093	6866112	1-aminocyclopropane-1-carboxylate synthase
AT3G12500	AT3G12500	3962389	3963971	chitinase
CYP719B1	NIL			salutaridine synthase
Soltu.DM.07G023640	Soltu.DM.07G023640			Soltu.DM.07G023640.1
GmCK1	NIL			choline kinase
AT4G34890	AT4G34890			xanthine dehydrogenase
FRO5	AT5G23990	8105568	8108593	ferric-chelate reductase
Lj6g0025451	Lj6g0025451			Lj6g0025451.1
AT5G23670.1	AT5G23670.1	7981644	7985401	serine C-palmitoyltransferase
ATP9B	Cre17.g731950	160086	161730	Cre17.g731950.t1.1
CURS3	NIL			curcumin synthase
Lj5g0014128	Lj5g0014128			Lj5g0014128.2
naatA	NIL			nicotianamine transferase
AT1G79230	AT1G79230	29805586	29808832	3-mercaptopyruvate sulfurtransferase
AT4G23850	AT4G23850	12403477	12408345	long-chain-fatty-acid-CoA ligase
LHCBM2		972737	974679	Light-harvesting chlorophyll-a/b binding protein LhcII-3
PatTpsA	NIL			gamma-curcumene synthase
ACS11	AT4G08040	4887109	4888936	1-aminocyclopropane-1-carboxylate synthase
CYP96T1				noroxomaritidine synthase
CAD1-C1	NIL			(+)-delta-cadinene synthase
AT4G21540	AT4G21540	11454787	11462618	diacylglycerol kinase//D-erythro-sphingosine kinase
LOC_Os12g30824	LOC_Os12g30824	18482116	18498078	LOC_Os12g30824.1
GS-OX2	AT1G62540	23155459	23159382	glucosinolate S-oxygenase
Peaxi162Scf00536g00911	Peaxi162Scf00536g00911			Peaxi162Scf00536g00911
AT2G25450	AT2G25450	10836995	10838733	3-butenylglucosinolate 2-hydroxylase
BAS	NIL			BAS subunit
ATP12a		760364	762430	192510
GPIS	NIL			glucose-6-phosphate isomerase
AS1	NIL			asparagine synthetase
AT5G57890	AT5G57890	23464633	23466905	anthranilate synthase
SfCPA-FAS	NIL			cyclopropane synthase
HISN7	AT4G39120	18225569	18227922	myo-inositol 3-phosphate monophosphatase [multifunctional]
AT2G47000	AT2G47000	19316937	19321819	xenobiotic-transporting ATPase
PnI	NIL			subunit PnI
TaDMAS1	NIL			deoxymugineic acid synthase
STS1	NIL			subunit STS1
Bx8				DIBOA UDP-glucosyltransferase / DIMBOA UDP-glucosyltransferase
TPS-Pin	NIL			pinene synthase
PNA	NIL			oxidosqualene cyclase
Cre02.g082550	Cre02.g082550			Cre02.g082550.t1.1
NR				noroxomaritidine reductase monomer
AT3G07630	AT3G07630	2435451	2437971	arogenate dehydratase////prephenate dehydratase
OsFRO2	NIL			ferric chelate reductase
atpA	NIL	124772	126298	ChreCp050
AT1G32900	AT1G32900	11920370	11923746	transferase, transferring glycosyl groups
AT1G78955	AT1G78955	29694046	29699148	beta-amyrin synthase
PFR1	Cre11.g473950.t1.1			pyruvate:ferredoxin oxidoreductase
G10H	NIL			(2S)-naringenin 3'-hydroxylase / geraniol 10-hydroxylase
LAO1				L-amino acid oxidase
AT2G43980	AT2G43980			inositol-tetrakisphosphate 1-kinase 4
PCS2	AT1G03980	1018569	1022107	glutathione gamma-glutamylcysteinyltransferase
hvnas1	NIL			nicotianamine synthase
DFR2	NIL			dihydroflavonol-4-reductase
AT2G35020	AT2G35020			N-acetylglucosamine-1-phosphate uridylyltransferase
NSGT1				phenylpropanoid volatile diglycoside glucosyltransferase
NUOP5		1166255	1168173	184222
AT5G41040	AT5G41040	16448602	16450533	transferase
CKX1	AT2G41510	17321615	17324081	cytokinin oxidase
PKS4	NIL			type III polyketide synthase
CHYB		349738	353528	164400
ALD1	AT2G13810.1	5775528	5779341	lysine aminotransferase
AT5G63310	AT5G63310	25389130	25391087	nucleoside-diphosphate kinase
PsaF		563605	565478	Photosystem I reaction center subunit III
F8OMT-1	NIL			flavonoid 8-O-methyltransferase
G6PD6	AT5G40760	16327976	16332002	glucose-6-phosphate 1-dehydrogenase
VDE	NIL			violaxanthin de-epoxidase
Cyc1	NIL			syn-copalyl diphosphate synthase
Zm00001eb167120	Zm00001eb167120			Zm00001eb167120_P001
AT2G43100	AT2G43100	17927737	17928766	hydro-lyase
PSCHS	NIL			PSCHS subunit
CCoAOMT1	AT4G34050	16310780	16312221	caffeoyl-CoA O-methyltransferase
TAA1	AT1G70560	26608518	26611166	tryptophan aminotransferase
CYP71A13	AT2G30770			indoleacetaldoxime dehydratase
AT4G31940	AT4G31940			fraxetin 5-monooxygenase / 8-methoxypsoralen 5-monooxygenase / CYP82C4
N4OMT1				norbelladine <i>O</i>-methyltranferase
AT2G29450	AT2G29450	12631663	12632712	glutathione transferase
CYP71BA1	NIL			humulene hydroxylase
AvbAS1	NIL			beta-amyrin synthase
HvYS1	NIL			Fe(III)-phytosiderophore transporter
AT4G22880	AT4G22880	12004779	12006220	leucoanthocyanidin dioxygenase
N8DT-2	NIL			naringenin 8-dimethylallyltransferase
FAE1	AT4G34520	16494210	16495847	very-long-chain 3-keto-acyl synthase
taxoid 14&beta;-hydroxylase	NIL			taxoid 14beta-hydroxylase
Glyma.02G309800	Glyma.02G309800			Glyma.02G309800
lpa3				myo-inositol kinase
AT4G14070	AT4G14070	8111957	8118155	acyl-ACP synthetase
CYP716A15	NIL			oleanolic aldehyde 28-monooxygenase [multifunctional]
CODM	NIL			codeine <i>O</i>-demethylase
UGT80A2	AT3G07020	2217628	2221708	3&beta;-hydroxy sterol glucosyltransferase
Soltu.DM.06G018370	Soltu.DM.06G018370			Soltu.DM.06G018370.1 // Soltu.DM.06G018370.2
Soltu.DM.07G023620	Soltu.DM.07G023620			Soltu.DM.07G023620.1
BAP1	AT4G11820	7108909	7112474	3-hydroxy-3-methylglutaryl coenzyme A synthase
DHFR-TS	NIL			dihydrofolate reductase [multifunctional]
C3H1	NIL			p-coumaroyl quinate/shikimate 3'-hydroxylase
Peaxi162Scf00423g00020	Peaxi162Scf00423g00020			Peaxi162Scf00423g00020
Lj1g0010913	Lj1g0010913			Lj1g0010913.1
ALLACA1	NIL			alliin lyase
AT5G66220	AT5G66220	26478403	26479400	chalcone isomerase
AT5G54080.1	AT5G54080.1	21963095	21966139	homogentisate 1,2-dioxygenase
UGT78D3	AT5G17030	5603136	5604741	UDP-glycosyltransferase
ACS10	AT1G62960	23321852	23323981	aspartate transaminase
PdxK	NIL			pyridoxal kinase
Lj2g0010208	Lj2g0010208			Lj2g0010208.1
CNX1B		925051	931862	113296
OPCL1	AT1G20510	7103445	7105871	3-oxo-2-(2'-[Z]-pentenyl)cyclopentane-1-octanoate CoA ligase
SS	NIL			sucrose synthase
BnSCT	NIL			sinapoylglucose:choline O-sinapoyltransferase
AMT2.1	NIL			ammonium transporter
mMDH1	AT1G53240	19858283	19860605	malate dehydrogenase
Atbcat-3	AT3G49680	18433634	18436677	branched-chain amino acid aminotransferase//branched-chain-amino-acid transaminase
CYP81E3	NIL			isoflavone 2'-hydroxylase
APX1	NIL			ascorbate peroxidase
ACO	NIL			1-aminocyclopropane-1-carboxylate oxidase
KAO2	NIL			ent-kaurenoate oxidase
Sc19	NIL			germacrene D synthase
AT1G30520	AT1G30520			o-succinylbenzoate-CoA ligase
HXK2	AT2G19860	8577832	8581082	hexokinase//glucokinase
KST1	NIL			K+ channel inward rectifying
H6H	NIL			hyoscyamine 6 beta-hydroxylase
CYP80B1v1	NIL			(S)-N-methylcoclaurine 3'-hydroxylase
metE	NIL			methionine synthase
AT3G29320	AT3G29320	11254044	11259051	phosphorylase
OsNAAT1	NIL			nicotianamine transferase
Lj5g0017041	Lj5g0017041			Lj5g0017041.1
PCS1	NIL			glutathione gamma-glutamylcysteinyltransferase
UGT76C1	AT5G05870	1767640	1769263	cytokinin UDP glycosyltransferase
NADK1	AT3G21070	7380197	7383986	NADK1 subunit
ApL3	AT4G39210	18259603	18263411	ADP-glucose pyrophosphorylase
SAT3	AT3G13110	4214624	4216309	serine O-acetyltransferase
Lus10019841.g	NIL			Caffeoyl coenzyme A O-methyltransferase
AO1	NIL			aldehyde oxidase
AT5G65940	AT5G65940	26393836	26396461	3-hydroxyisobutyryl-CoA hydrolase
6-GT	NIL			betanidin 6-O-glucosyltransferase
GPPS	AT2G34630	14585619	14588806	dimethylallyltranstransferase
AT1G29410	AT1G29410	10297863	10299991	phosphoribosylanthranilate isomerase
AT1G10130	AT1G10130	3310932	3322215	calcium-transporting ATPase
AT5G25130	AT5G25130			AT5G25130
Cnx2	AT2G31955	13591216	13593777	molybderin biosynthesis protein
At4g27830	NIL			acyl-glucose dependent anthocyanin glucosyltransferase
CPSKSL1				(13E)-labda-7,13-dien-15-ol synthase [multifunctional]
me3	Zm00001d000316_T001.1	18903	24123	NADP malic enzyme
CacGene01417	CacGene01417			CacGene01417.t1
F6H	NIL			flavonol 6-hydroxylase
OMT1	NIL			phenylpropanoid/flavonoid 3'-<i>O</i>-methyltransferase
psaB		119601	121808	ChreCp048
HPAT2	AT2G25260			hydroxyproline O-arabinosyltransferase 2
LjCHI2	NIL			chalcone isomerase
ADC	NIL			arginine decarboxylase
CCoAOMT1	NIL			caffeoyl-CoA 3-O methyltransferase
3MaT1	NIL			anthocyanidin 3-<i>O</i>-glucoside 6"-<i>O</i>-malonyltransferase
PYD2	AT5G12200	3941529	3944812	dihydropyrimidinase
STS	NIL			STS subunit
PuFADX	NIL			(11,14)-linoleoyl desaturase
SDH1-1	AT5G66760.1	26670884	26674762	complex II subunit 1
psbL		102912	103028	Photosystem II reaction center protein L
KS10	NIL			ent-sandaracopimaradiene synthase
EOMT1	NIL			EOMT1 subunit
dss	NIL			delta-selinene-like synthase
1-FEH w1	NIL			1-FEH w1
AFS1	NIL			(E,E)-alpha-farnesene synthase
OJ1119_B04.1	NIL			24-methylenesterol <i>C</i>-methyltransferase
GapCp1	NIL			NAD-dependent glyceraldehyde-3-phosphate dehydrogenase
Lj1g0013703	Lj1g0013703			Lj1g0013703.1
Glyma.17G019400	Glyma.17G019400			Glyma.17G019400
AT2G34770	AT2G34770	14672746	14675329	fatty acid (omega-1)-hydroxylase
SAD7	NIL			small subunit SCPL1 // large subunit SCPL1
AT2G23620	AT2G23620	10054459	10056371	methylesterase
AT3G25830	AT3G25830	9448745	9451657	1,8-cineole synthase
TPS1	NIL			trehalose 6-phosphate synthase
